Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date
Dry Maize,Mixed-Traditional ,-,-,Mwatate,34.00/Kgs,30.00/Kgs,500,Taita-Taveta,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Garissa Soko Mugdi,60.00/Kgs,80.00/Kgs,10000,Garissa,2021-05-24
Dry Maize,-,-,Male,Ortum,20.00/Kgs,24.00/Kgs,18000,West-Pokot,2021-05-24
Dry Maize,White Maize,-,-,Aram,28.33/Kgs,35.00/Kgs,10800,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Eldama Ravine,25.56/Kgs,45.00/Kgs,800,Baringo,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Ugunja,24.44/Kgs,35.00/Kgs,9000,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Wangige,30.00/Kgs,40.00/Kgs,6000,Kiambu,2021-05-24
Dry Maize,White Maize,-,-,Garissa Soko Mugdi,58.00/Kgs,80.00/Kgs,6000,Garissa,2021-05-24
Dry Maize,-,-,Male,Kajiado Market,30.00/Kgs,50.00/Kgs,30000,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Marigat,27.00/Kgs,30.00/Kgs,15000,Baringo,2021-05-24
Dry Maize,White Maize,-,-,Elwak Market,40.00/Kgs,50.00/Kgs,1600,Mandera,2021-05-24
Dry Maize,White Maize,-,-,Illbissil Food Market, - ,50.00/Kgs,180,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Wath Ong'er,20.00/Kgs,24.00/Kgs,6000,Migori,2021-05-24
Dry Maize,White Maize,-,-,Daraja Mbili,31.11/Kgs,45.00/Kgs,,Kisii,2021-05-24
Dry Maize,Yellow Maize,-,Male,Molo, - ,50.00/Kgs,,Nakuru,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Aram,31.11/Kgs,35.00/Kgs,1800,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Katito,33.33/Kgs,45.00/Kgs,8000,Kisumu,2021-05-24
Dry Maize,White Maize,-,-,Kibuye,44.44/Kgs,50.00/Kgs,21000,Kisumu,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Kerugoya,31.11/Kgs,40.00/Kgs,40000,Kirinyaga,2021-05-24
Dry Maize,White Maize,-,-,Mumias,22.22/Kgs,31.11/Kgs,,Kakamega,2021-05-24
Dry Maize,White Maize,-,-,Akala,28.89/Kgs,35.00/Kgs,14000,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Homabay Soko Mjinga,25.00/Kgs,30.00/Kgs,900,Homa-bay,2021-05-24
Dry Maize,Yellow Maize,-,Male,Nakuru Wakulima ,40.00/Kgs,60.00/Kgs,,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Aram,28.33/Kgs,35.00/Kgs,7200,Siaya,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Wundanyi,30.00/Kgs,35.00/Kgs,200,Taita-Taveta,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Makutano West Pokot,30.00/Kgs,32.00/Kgs,,West-Pokot,2021-05-24
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima ,33.33/Kgs,44.00/Kgs,1800,Nakuru,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Aram,33.33/Kgs, - ,4500,Siaya,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Muhoroni,37.50/Kgs,45.00/Kgs,5000,Kisumu,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Wangige,31.11/Kgs,50.00/Kgs,5000,Kiambu,2021-05-24
Dry Maize,White Maize,-,-,Nakuru Wakulima ,30.00/Kgs,35.00/Kgs,,Nakuru,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Aram,31.11/Kgs,36.00/Kgs,650,Siaya,2021-05-24
Dry Maize,-,-,-,Ngong market,40.00/Kgs,45.00/Kgs,720,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Ngong market,29.00/Kgs,50.00/Kgs,720,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Kutus,30.00/Kgs,40.00/Kgs,9000,Kirinyaga,2021-05-24
Dry Maize,Yellow Maize,-,Male,Nakuru Wakulima ,33.33/Kgs,40.00/Kgs,,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Kutus,25.00/Kgs,35.00/Kgs,990,Kirinyaga,2021-05-24
Dry Maize,-,-,Male,Kiminini - Kitale,32.50/Kgs,35.00/Kgs,270,Trans-Nzoia,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Banisa Market,30.00/Kgs,50.00/Kgs,4000,Mandera,2021-05-24
Dry Maize,White Maize,-,-,Makutano West Pokot,27.78/Kgs,32.00/Kgs,,West-Pokot,2021-05-24
Dry Maize,White Maize,-,Male,Chuka,30.56/Kgs, - ,900,Tharaka-Nithi,2021-05-24
Dry Maize,White Maize,-,-,Nyangusu,26.67/Kgs,35.00/Kgs,5400,Kisii,2021-05-24
Dry Maize,Yellow Maize,-,-,Nyakoe,23.33/Kgs,26.00/Kgs,500,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Marigat,27.00/Kgs,30.00/Kgs,13000,Baringo,2021-05-24
Dry Maize,White Maize,-,-,Kitengela,35.00/Kgs,50.00/Kgs,15000,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Kericho Town,31.11/Kgs,50.00/Kgs,5400,Kericho,2021-05-24
Dry Maize,White Maize,-,-,Kitengela,30.00/Kgs,50.00/Kgs,8000,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Kitengela,35.00/Kgs,50.00/Kgs,15000,Kajiado,2021-05-24
Dry Maize,White Maize,-,Male,Mouwarak - Livestock Market,25.56/Kgs,40.00/Kgs,4500,Laikipia,2021-05-24
Dry Maize,White Maize,-,-,Kapcherop,27.78/Kgs,32.50/Kgs,450,Elgeyo-Marakwet,2021-05-24
Dry Maize,White Maize,-,-,Eldoret Main,35.00/Kgs,50.00/Kgs,6300,Uasin-Gishu,2021-05-24
Dry Maize,White Maize,-,-,Nyangusu,26.67/Kgs,35.00/Kgs,7200,Kisii,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Siaya,32.50/Kgs,35.00/Kgs,,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Eldoret Main,27.78/Kgs,50.00/Kgs,7000,Uasin-Gishu,2021-05-24
Dry Maize,White Maize,-,-,Kongowea,27.78/Kgs,40.00/Kgs,2520,Mombasa,2021-05-24
Dry Maize,-,-,Male,Kimilili town,26.67/Kgs,28.89/Kgs,9000,Bungoma,2021-05-24
Dry Maize,Mixed-Traditional ,-,Male,Chuka, - ,40.00/Kgs,9000,Tharaka-Nithi,2021-05-24
Dry Maize,White Maize,-,-,Rongo,26.67/Kgs,35.00/Kgs,10800,Migori,2021-05-24
Dry Maize,White Maize,-,-,Kutus,30.00/Kgs,40.00/Kgs,28000,Kirinyaga,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Kajiado Market,30.00/Kgs,45.00/Kgs,3000,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Kathonzweni,30.00/Kgs,35.00/Kgs,10800,Makueni,2021-05-24
Dry Maize,-,-,Male,Kajiado Market,40.00/Kgs,60.00/Kgs,6200,Kajiado,2021-05-24
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima ,35.56/Kgs,40.00/Kgs,720,Nakuru,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Keumbu,31.11/Kgs,35.56/Kgs,8000,Kisii,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Garissa Soko Mugdi,60.00/Kgs,80.00/Kgs,10000,Garissa,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Bondo,22.22/Kgs,35.00/Kgs,140000,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Nakuru Wakulima ,27.78/Kgs,30.00/Kgs,3870,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Eldoret Main,27.78/Kgs,90.00/Kgs,450,Uasin-Gishu,2021-05-24
Dry Maize,White Maize,-,Male,Nakuru Wakulima ,27.78/Kgs,40.00/Kgs,,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Awendo,37.50/Kgs,45.00/Kgs,18000,Migori,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Kimilili town,32.50/Kgs,37.50/Kgs,1800,Bungoma,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Daraja Mbili,16.67/Kgs,25.00/Kgs,4000,Kisii,2021-05-24
Dry Maize,Yellow Maize,-,-,Daraja Mbili,26.67/Kgs,40.00/Kgs,1000,Kisii,2021-05-24
Dry Maize,-,-,-,Miruka,28.89/Kgs,56.00/Kgs,5850,Nyamira,2021-05-24
Dry Maize,White Maize,-,-,Karatina,26.67/Kgs,40.00/Kgs,,Nyeri,2021-05-24
Dry Maize,White Maize,-,-,Ugunja,28.89/Kgs,35.00/Kgs,54000,Siaya,2021-05-24
Dry Maize,Yellow Maize,-,-,Miruka,31.11/Kgs,60.00/Kgs,900,Nyamira,2021-05-24
Dry Maize,White Maize,-,-,Kongowea,26.67/Kgs,45.00/Kgs,10800,Mombasa,2021-05-24
Dry Maize,White Maize,-,-,Illbissil Food Market,33.33/Kgs,50.00/Kgs,1500,Kajiado,2021-05-24
Dry Maize,-,-,Male,Flax,100.00/Kgs,125.00/Kgs,1000,Elgeyo-Marakwet,2021-05-24
Dry Maize,White Maize,-,-,Daraja Mbili,24.44/Kgs,40.00/Kgs,6000,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Eldoret Main,40.00/Kgs,50.00/Kgs,5000,Uasin-Gishu,2021-05-24
Dry Maize,White Maize,-,-,Bondo,26.67/Kgs,35.00/Kgs,28000,Siaya,2021-05-24
Dry Maize,-,-,-,Kitengela,40.00/Kgs,60.00/Kgs,15000,Kajiado,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Keumbu,26.67/Kgs,31.11/Kgs,12000,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Akala,31.11/Kgs,40.00/Kgs,14000,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Mabera,22.50/Kgs,30.00/Kgs,900,Migori,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Cheptiret - Uasin Gishu,25.56/Kgs,28.00/Kgs,900,Uasin-Gishu,2021-05-24
Dry Maize,White Maize,-,-,Lomut,40.00/Kgs,95.00/Kgs,75000,West-Pokot,2021-05-24
Dry Maize,-,-,Male,Kimana Crops market,27.78/Kgs,35.00/Kgs,700,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Nyahururu Municipal Market,22.00/Kgs,35.00/Kgs,5000,Laikipia,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Gakoromone,25.56/Kgs,30.00/Kgs,10000,Meru,2021-05-24
Dry Maize,White Maize,-,-,Kaanwa,20.00/Kgs,22.22/Kgs,,Tharaka-Nithi,2021-05-24
Dry Maize,Mixed-Traditional ,-,Male,Molo,22.22/Kgs,25.56/Kgs,30000,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Wundanyi,32.00/Kgs,35.00/Kgs,200,Taita-Taveta,2021-05-24
Dry Maize,White Maize,-,-,Mariakani,31.11/Kgs,40.00/Kgs,270,Kilifi,2021-05-24
Dry Maize,White Maize,-,-,Mabera,25.00/Kgs,35.00/Kgs,9000,Migori,2021-05-24
Dry Maize,White Maize,-,-,Amoni,24.00/Kgs,24.00/Kgs,1500,Busia,2021-05-24
Dry Maize,White Maize,-,Male,Mouwarak - Crops Market,26.67/Kgs,50.00/Kgs,2000,Laikipia,2021-05-24
Dry Maize,White Maize,-,-,Eldama Ravine,2.22/Kgs,35.00/Kgs,500,Baringo,2021-05-24
Dry Maize,White Maize,-,-,Miruka,31.11/Kgs,31.11/Kgs,1170,Nyamira,2021-05-24
Dry Maize,White Maize,-,-,Akala,31.11/Kgs,40.00/Kgs,14000,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Kibuye,40.00/Kgs,45.00/Kgs,23000,Kisumu,2021-05-24
Dry Maize,White Maize,-,-,Gikomba,35.56/Kgs, - ,,Nairobi,2021-05-24
Dry Maize,White Maize,-,-,Flax,30.00/Kgs,33.00/Kgs,90,Elgeyo-Marakwet,2021-05-24
Dry Maize,White Maize,-,Male,Kathonzweni,30.00/Kgs,35.00/Kgs,13500,Makueni,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Nkubu,28.89/Kgs,35.00/Kgs,540,Meru,2021-05-24
Dry Maize,White Maize,-,-,Nakuru Wakulima ,27.78/Kgs,30.00/Kgs,,Nakuru,2021-05-24
Dry Maize,-,-,Male,Chwele,22.22/Kgs,22.00/Kgs,9000,Bungoma,2021-05-24
Dry Maize,White Maize,-,-,Kipsitet,26.67/Kgs,40.00/Kgs,2700,Kericho,2021-05-24
Dry Maize,White Maize,-,-,Garissa Soko Mugdi,60.00/Kgs,80.00/Kgs,10000,Garissa,2021-05-24
Dry Maize,White Maize,-,-,Akala,28.89/Kgs,35.00/Kgs,21000,Siaya,2021-05-24
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima ,33.33/Kgs,44.00/Kgs,720,Nakuru,2021-05-24
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima ,40.00/Kgs,45.00/Kgs,450,Nakuru,2021-05-24
Dry Maize,-,-,-,Loitoktok Market, - , - ,10800,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Aram,28.33/Kgs,35.00/Kgs,4500,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Karatina,28.89/Kgs,40.00/Kgs,,Nyeri,2021-05-24
Dry Maize,White Maize,-,-,Akala,28.89/Kgs,35.00/Kgs,14000,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Miruka,33.33/Kgs,35.56/Kgs,14400,Nyamira,2021-05-24
Dry Maize,White Maize,-,-,Aram,28.89/Kgs, - ,13500,Siaya,2021-05-24
Dry Maize,White Maize,-,Male,Kathonzweni,30.00/Kgs,35.00/Kgs,9000,Makueni,2021-05-24
Dry Maize,White Maize,-,-,Kaanwa,26.67/Kgs,28.89/Kgs,1000,Tharaka-Nithi,2021-05-24
Dry Maize,White Maize,-,-,Bondo,31.11/Kgs,35.00/Kgs,14000,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Gikomba, - ,50.00/Kgs,,Nairobi,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Mbale,30.00/Kgs,32.00/Kgs,,Vihiga,2021-05-24
Dry Maize,White Maize,-,-,Khayega,26.67/Kgs,28.00/Kgs,6000,Kakamega,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Garissa Soko Mugdi,60.00/Kgs,80.00/Kgs,10000,Garissa,2021-05-24
Dry Maize,White Maize,-,-,Kapkatet,30.00/Kgs,32.22/Kgs,13800,Kericho,2021-05-24
Dry Maize,White Maize,-,-,Kipsitet,26.67/Kgs,42.50/Kgs,1300,Kericho,2021-05-24
Dry Maize,-,-,Male,Webuye town,27.78/Kgs,31.11/Kgs,4500,Bungoma,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Aram,29.44/Kgs,35.00/Kgs,2200,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Aram,30.00/Kgs,35.00/Kgs,9900,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Eldoret Main,27.78/Kgs,50.00/Kgs,6300,Uasin-Gishu,2021-05-24
Dry Maize,White Maize,-,-,Marigat,30.00/Kgs,35.00/Kgs,14000,Baringo,2021-05-24
Dry Maize,White Maize,-,-,Kakamega Town,35.56/Kgs,45.00/Kgs,1700,Kakamega,2021-05-24
Dry Maize,-,-,Male,Maralal livestock market, - ,50.00/Kgs,,Samburu,2021-05-24
Dry Maize,White Maize,-,-,Kibuye,35.56/Kgs,40.00/Kgs,8000,Kisumu,2021-05-24
Dry Maize,Yellow Maize,-,-,Aram,32.22/Kgs,35.00/Kgs,2000,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Ugunja,27.78/Kgs,35.00/Kgs,27000,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Ahero,35.00/Kgs,40.00/Kgs,4500,Kisumu,2021-05-24
Dry Maize,White Maize,-,-,Aram, - ,33.33/Kgs,,Siaya,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Keumbu,30.00/Kgs,33.33/Kgs,,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Marigat,27.00/Kgs,30.00/Kgs,14000,Baringo,2021-05-24
Dry Maize,White Maize,-,Male,Nakuru Wakulima ,27.78/Kgs,40.00/Kgs,2700,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Mabera,25.00/Kgs,30.00/Kgs,900,Migori,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Kilingili,26.67/Kgs,30.00/Kgs,7000,Vihiga,2021-05-24
Dry Maize,White Maize,-,Male,Nakuru Wakulima ,27.78/Kgs,30.00/Kgs,,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Ugunja,27.78/Kgs,30.00/Kgs,5400,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Sondu- Kericho,37.50/Kgs,40.00/Kgs,4950,Kericho,2021-05-24
Dry Maize,White Maize,-,-,Makutano Kirinyaga,40.00/Kgs,50.00/Kgs,900,Kirinyaga,2021-05-24
Dry Maize,White Maize,-,-,Marigat,27.00/Kgs,30.00/Kgs,13000,Baringo,2021-05-24
Dry Maize,Yellow Maize,-,-,Daraja Mbili,26.67/Kgs,40.00/Kgs,2000,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Wundanyi,28.00/Kgs,30.00/Kgs,9000,Taita-Taveta,2021-05-24
Dry Maize,Yellow Maize,-,-,Miruka,33.33/Kgs,35.56/Kgs,450,Nyamira,2021-05-24
Dry Maize,White Maize,-,-,Kangemi Market,31.11/Kgs,45.00/Kgs,,Nairobi,2021-05-24
Dry Maize,White Maize,-,-,Kakamega Town,33.33/Kgs,40.00/Kgs,450,Kakamega,2021-05-24
Dry Maize,White Maize,-,-,Aram,28.89/Kgs, - ,15300,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Eldoret Main,27.78/Kgs,31.11/Kgs,5000,Uasin-Gishu,2021-05-24
Dry Maize,White Maize,-,-,Kagio,20.00/Kgs,24.00/Kgs,720,Kirinyaga,2021-05-24
Dry Maize,-,-,Male,Keroka,30.00/Kgs, - ,70000,Nyamira,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Cheptiret - Uasin Gishu,22.22/Kgs,28.00/Kgs,5000,Uasin-Gishu,2021-05-24
Dry Maize,Yellow Maize,-,-,Aram,31.67/Kgs,35.00/Kgs,1650,Siaya,2021-05-24
Dry Maize,Mixed-Traditional ,-,Male,Othaya,31.11/Kgs,40.00/Kgs,81,Nyeri,2021-05-24
Dry Maize,White Maize,-,-,Gakindu,31.11/Kgs,40.00/Kgs,4500,Nyeri,2021-05-24
Dry Maize,White Maize,-,-,Makutano West Pokot,28.00/Kgs,36.00/Kgs,,West-Pokot,2021-05-24
Dry Maize,-,-,Male,Chwele,22.22/Kgs,24.00/Kgs,3150,Bungoma,2021-05-24
Dry Maize,White Maize,-,-,Kakamega Town,33.33/Kgs,42.50/Kgs,1800,Kakamega,2021-05-24
Dry Maize,Yellow Maize,-,-,Gikomba, - ,80.00/Kgs,,Nairobi,2021-05-24
Dry Maize,White Maize,-,-,Takaba Market,32.00/Kgs,100.00/Kgs,10000,Mandera,2021-05-24
Dry Maize,White Maize,-,-,Nyakoe,23.33/Kgs,24.00/Kgs,4000,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Maua,31.11/Kgs,35.00/Kgs,9000,Meru,2021-05-24
Dry Maize,White Maize,-,-,Muhoroni,37.50/Kgs,45.00/Kgs,7500,Kisumu,2021-05-24
Dry Maize,Yellow Maize,-,-,Daraja Mbili,31.11/Kgs,45.00/Kgs,3000,Kisii,2021-05-24
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima ,33.33/Kgs,44.00/Kgs,,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Oldonyiro Livestock Market,40.00/Kgs,50.00/Kgs,3000,Isiolo,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Nkubu,30.00/Kgs,35.00/Kgs,720,Meru,2021-05-24
Dry Maize,White Maize,-,Male,Nakuru Wakulima ,27.78/Kgs,40.00/Kgs,1800,Nakuru,2021-05-24
Dry Maize,White Maize,-,Male,Kathonzweni,30.00/Kgs,35.00/Kgs,150,Makueni,2021-05-24
Dry Maize,White Maize,-,-,Katito,33.33/Kgs,45.00/Kgs,6000,Kisumu,2021-05-24
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima ,35.56/Kgs,40.00/Kgs,,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Kakamega Town,33.33/Kgs,40.00/Kgs,9000,Kakamega,2021-05-24
Dry Maize,White Maize,-,Male,Kathonzweni,30.00/Kgs,35.00/Kgs,9000,Makueni,2021-05-24
Dry Maize,White Maize,-,-,Gikomba, - ,50.00/Kgs,,Nairobi,2021-05-24
Dry Maize,-,-,Male,Kajiado Market,40.00/Kgs,50.00/Kgs,720,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Nyakoe,23.33/Kgs,26.00/Kgs,4000,Kisii,2021-05-24
Dry Maize,White Maize,-,Male,Kathonzweni,30.00/Kgs,35.00/Kgs,10800,Makueni,2021-05-24
Dry Maize,White Maize,-,-,Aram,27.78/Kgs,32.00/Kgs,6300,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Maua,31.11/Kgs,35.00/Kgs,8550,Meru,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Nunguni,28.00/Kgs,35.00/Kgs,28800,Makueni,2021-05-24
Dry Maize,-,-,Male,Kalundu,30.00/Kgs,35.00/Kgs,900,Kitui,2021-05-24
Dry Maize,-,-,-,Nakuru Wakulima ,128.00/Kgs,140.00/Kgs,,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Kapcherop,27.78/Kgs,32.50/Kgs,9000,Elgeyo-Marakwet,2021-05-24
Dry Maize,White Maize,-,-,Kagio,33.33/Kgs,50.00/Kgs,450,Kirinyaga,2021-05-24
Dry Maize,White Maize,-,-,Daraja Mbili,27.78/Kgs,40.00/Kgs,8000,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Marigat,27.00/Kgs,30.00/Kgs,14000,Baringo,2021-05-24
Dry Maize,White Maize,-,-,Bondo,26.67/Kgs,35.00/Kgs,28000,Siaya,2021-05-24
Dry Maize,Yellow Maize,-,-,Sabatia,60.00/Kgs,80.00/Kgs,180,Kakamega,2021-05-24
Dry Maize,White Maize,-,-,Awendo,35.00/Kgs,40.00/Kgs,18000,Migori,2021-05-24
Dry Maize,White Maize,-,-,Wangige,30.00/Kgs,40.00/Kgs,9000,Kiambu,2021-05-24
Dry Maize,White Maize,-,-,Busia Market,24.44/Kgs,35.00/Kgs,540,Busia,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Daraja Mbili,20.00/Kgs,35.00/Kgs,2000,Kisii,2021-05-24
Dry Maize,-,-,Male,Sibanga,20.00/Kgs,30.00/Kgs,1350,Trans-Nzoia,2021-05-24
Dry Maize,White Maize,-,-,Kongowea,28.89/Kgs,45.00/Kgs,1080,Mombasa,2021-05-24
Dry Maize,White Maize,-,-,Kapsowar ,27.78/Kgs,40.00/Kgs,900,Elgeyo-Marakwet,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Tala Centre Market,27.00/Kgs,33.00/Kgs,63000,Machakos,2021-05-24
Dry Maize,Yellow Maize,-,-,Daraja Mbili,26.67/Kgs,40.00/Kgs,2000,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Kibuye,40.00/Kgs,45.00/Kgs,,Kisumu,2021-05-24
Dry Maize,-,-,Male,Flax,100.00/Kgs,125.00/Kgs,1000,Elgeyo-Marakwet,2021-05-24
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima ,35.56/Kgs,40.00/Kgs,,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Daraja Mbili,24.44/Kgs,40.00/Kgs,10000,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Loitoktok Market,27.78/Kgs,35.00/Kgs,6000,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Kangeta,27.78/Kgs,30.00/Kgs,1350,Meru,2021-05-24
Dry Maize,White Maize,-,-,Elwak Market,40.00/Kgs,50.00/Kgs,4000,Mandera,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Siaya,32.50/Kgs,35.00/Kgs,,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Mabera,22.50/Kgs,30.00/Kgs,900,Migori,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Tala Centre Market,27.00/Kgs,33.00/Kgs,56870,Machakos,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Siaya,32.50/Kgs,35.00/Kgs,,Siaya,2021-05-24
Dry Maize,-,-,Male,Kiminini - Kitale,42.50/Kgs,45.00/Kgs,450,Trans-Nzoia,2021-05-24
Dry Maize,White Maize,-,-,Maua,31.11/Kgs,35.00/Kgs,8100,Meru,2021-05-24
Dry Maize,White Maize,-,-,Nakuru Wakulima ,30.00/Kgs,35.00/Kgs,,Nakuru,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Eldama Ravine,22.22/Kgs,40.00/Kgs,900,Baringo,2021-05-24
Dry Maize,White Maize,-,-,Kipsitet,27.78/Kgs,40.00/Kgs,2550,Kericho,2021-05-24
Dry Maize,White Maize,-,-,Aram, - ,33.33/Kgs,,Siaya,2021-05-24
Dry Maize,White Maize,-,-,Marindi,22.22/Kgs,30.00/Kgs,1800,Migori,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Port Victoria,83.33/Kgs,50.00/Kgs,200,Busia,2021-05-24
Dry Maize,White Maize,-,-,Khayega,28.89/Kgs,28.00/Kgs,8100,Kakamega,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Siaya,30.00/Kgs,35.00/Kgs,,Siaya,2021-05-24
Dry Maize,White Maize,-,Male,Nakuru Wakulima ,25.56/Kgs,30.00/Kgs,,Nakuru,2021-05-24
Dry Maize,Mixed-Traditional ,-,Male,Othaya,33.33/Kgs,40.00/Kgs,2340,Nyeri,2021-05-24
Dry Maize,White Maize,-,-,Illbissil Food Market, - ,40.00/Kgs,240,Kajiado,2021-05-24
Dry Maize,White Maize,-,-,Awendo,27.78/Kgs,35.00/Kgs,3000,Migori,2021-05-24
Dry Maize,White Maize,-,-,Daraja Mbili,26.67/Kgs,40.00/Kgs,12000,Kisii,2021-05-24
Dry Maize,Mixed-Traditional ,-,Male,Orolwo,20.00/Kgs,25.00/Kgs,4500,West-Pokot,2021-05-24
Dry Maize,White Maize,-,-,Elwak Market,40.00/Kgs,50.00/Kgs,2500,Mandera,2021-05-24
Dry Maize,Mixed-Traditional ,-,-,Wundanyi,30.00/Kgs,35.00/Kgs,900,Taita-Taveta,2021-05-24
Dry Maize,Mixed-Traditional ,-,Male,Chuka, - ,80.00/Kgs,0,Tharaka-Nithi,2021-05-24
Dry Maize,Yellow Maize,-,-,Gikomba, - ,80.00/Kgs,,Nairobi,2021-05-24
Dry Maize,-,-,Male,Sibanga,23.33/Kgs,27.22/Kgs,1800,Trans-Nzoia,2021-05-24
Dry Maize,White Maize,-,-,Nakuru Wakulima ,22.22/Kgs,30.00/Kgs,,Nakuru,2021-05-24
Dry Maize,White Maize,-,-,Daraja Mbili,26.67/Kgs,40.00/Kgs,14000,Kisii,2021-05-24
Dry Maize,White Maize,-,-,Sabatia,24.44/Kgs,30.00/Kgs,1800,Kakamega,2021-05-24
Dry Maize,White Maize,-,-,Kongowea,28.89/Kgs,45.00/Kgs,10800,Mombasa,2021-05-24
