Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-02-01
Dry Maize,-,-,-,Wath Ong'er,13.33/Kg, - ,,Migori,2005-02-01
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-02-01
Dry Maize,-,-,-,Nakuru Wakulima ,20.00/Kg, - ,,Nakuru,2005-02-01
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-01
Dry Maize,-,-,-,Taveta,15.56/Kg, - ,,Taita-Taveta,2005-02-02
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-02
Dry Maize,-,-,-,Bondo,16.00/Kg, - ,,Siaya,2005-02-02
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-02
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-03
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-03
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-03
Dry Maize,-,-,-,Bondo,16.00/Kg, - ,,Siaya,2005-02-03
Dry Maize,-,-,-,Bondo,16.00/Kg, - ,,Siaya,2005-02-04
Dry Maize,-,-,-,Taveta,15.56/Kg, - ,,Taita-Taveta,2005-02-04
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-04
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-04
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-04
Dry Maize,-,-,-,Bondo,16.00/Kg, - ,,Siaya,2005-02-07
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-07
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-07
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-07
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-08
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-08
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-02-08
Dry Maize,-,-,-,Wath Ong'er,13.33/Kg, - ,,Migori,2005-02-08
Dry Maize,-,-,-,Nairobi Wakulima,17.22/Kg, - ,,Nairobi,2005-02-08
Dry Maize,-,-,-,Nairobi Wakulima,17.22/Kg, - ,,Nairobi,2005-02-09
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-09
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-09
Dry Maize,-,-,-,Bondo,13.33/Kg, - ,,Siaya,2005-02-09
Dry Maize,-,-,-,Taveta,15.00/Kg, - ,,Taita-Taveta,2005-02-09
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-02-10
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-10
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-10
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-10
Dry Maize,-,-,-,Gakoromone,18.89/Kg, - ,,Meru,2005-02-11
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-02-11
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-11
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-11
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-11
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-14
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-02-14
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-02-14
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-14
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-14
Dry Maize,-,-,-,Wath Ong'er,13.33/Kg, - ,,Migori,2005-02-15
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-15
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-15
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-02-15
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-02-15
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-15
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-16
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-02-16
Dry Maize,-,-,-,Taveta,12.00/Kg, - ,,Taita-Taveta,2005-02-16
Dry Maize,-,-,-,Bondo,13.33/Kg, - ,,Siaya,2005-02-16
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-16
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-02-17
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-17
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-17
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-02-17
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-02-17
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-02-21
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-02-21
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-21
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-21
Dry Maize,-,-,-,Kongowea,17.22/Kg, - ,,Mombasa,2005-02-21
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-02-22
Dry Maize,-,-,-,Wath Ong'er,13.33/Kg, - ,,Migori,2005-02-22
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-22
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-02-22
Dry Maize,-,-,-,Bondo,13.33/Kg, - ,,Siaya,2005-02-22
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-02-22
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-02-22
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-02-22
Dry Maize,-,-,-,Eldoret Main,13.78/Kg, - ,,Uasin-Gishu,2005-02-23
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-02-23
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-02-23
Dry Maize,-,-,-,Nairobi Wakulima,17.56/Kg, - ,,Nairobi,2005-02-23
Dry Maize,-,-,-,Taveta,12.00/Kg, - ,,Taita-Taveta,2005-02-23
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-23
Dry Maize,-,-,-,Kongowea,16.67/Kg, - ,,Mombasa,2005-02-23
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-02-24
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-02-24
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-02-24
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-02-24
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-02-24
Dry Maize,-,-,-,Nairobi Wakulima,17.56/Kg, - ,,Nairobi,2005-02-24
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-03-01
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-03-01
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-01
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-03-01
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-03-01
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-03-01
Dry Maize,-,-,-,Kongowea,16.67/Kg, - ,,Mombasa,2005-03-01
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-02
Dry Maize,-,-,-,Nakuru Wakulima ,15.78/Kg, - ,,Nakuru,2005-03-02
Dry Maize,-,-,-,Kongowea,14.44/Kg, - ,,Mombasa,2005-03-02
Dry Maize,-,-,-,Eldoret Main,13.78/Kg, - ,,Uasin-Gishu,2005-03-02
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-03-02
Dry Maize,-,-,-,Bondo,13.33/Kg, - ,,Siaya,2005-03-02
Dry Maize,-,-,-,Nairobi Wakulima,16.11/Kg, - ,,Nairobi,2005-03-02
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-03
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-03-03
Dry Maize,-,-,-,Kongowea,16.67/Kg, - ,,Mombasa,2005-03-03
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-03-03
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-03-03
Dry Maize,-,-,-,Busia Market,15.00/Kg, - ,,Busia,2005-03-03
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-03
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-03-04
Dry Maize,-,-,-,Gakoromone,14.44/Kg, - ,,Meru,2005-03-04
Dry Maize,-,-,-,Nairobi Wakulima,17.78/Kg, - ,,Nairobi,2005-03-04
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-04
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-03-04
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-03-04
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-03-07
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-07
Dry Maize,-,-,-,Chwele,16.67/Kg, - ,,Bungoma,2005-03-07
Dry Maize,-,-,-,Wath Ong'er,13.33/Kg, - ,,Migori,2005-03-07
Dry Maize,-,-,-,Bondo,14.67/Kg, - ,,Siaya,2005-03-07
Dry Maize,-,-,-,Kongowea,16.11/Kg, - ,,Mombasa,2005-03-07
Dry Maize,-,-,-,Gakoromone,14.44/Kg, - ,,Meru,2005-03-07
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-03-07
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-03-08
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-03-08
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-03-08
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-08
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-03-09
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-03-09
Dry Maize,-,-,-,Gakoromone,14.44/Kg, - ,,Meru,2005-03-09
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-03-09
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-09
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-10
Dry Maize,-,-,-,Eldoret Main,13.78/Kg, - ,,Uasin-Gishu,2005-03-10
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-03-10
Dry Maize,-,-,-,Kongowea,16.11/Kg, - ,,Mombasa,2005-03-10
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-10
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-03-10
Dry Maize,-,-,-,Eldoret Main,14.22/Kg, - ,,Uasin-Gishu,2005-03-11
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-03-11
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-03-11
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-11
Dry Maize,-,-,-,Karatina,14.44/Kg, - ,,Nyeri,2005-03-11
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-03-11
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-11
Dry Maize,-,-,-,Busia Market,15.56/Kg, - ,,Busia,2005-03-14
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-03-14
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-14
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-14
Dry Maize,-,-,-,Bondo,14.67/Kg, - ,,Siaya,2005-03-14
Dry Maize,-,-,-,Kongowea,16.11/Kg, - ,,Mombasa,2005-03-14
Dry Maize,-,-,-,Gakoromone,14.44/Kg, - ,,Meru,2005-03-14
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-15
Dry Maize,-,-,-,Kibuye,16.89/Kg, - ,,Kisumu,2005-03-15
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-15
Dry Maize,-,-,-,Wath Ong'er,14.67/Kg, - ,,Migori,2005-03-15
Dry Maize,-,-,-,Kongowea,16.11/Kg, - ,,Mombasa,2005-03-15
Dry Maize,-,-,-,Kibuye,14.67/Kg, - ,,Kisumu,2005-03-16
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-03-16
Dry Maize,-,-,-,Kongowea,16.11/Kg, - ,,Mombasa,2005-03-16
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-16
Dry Maize,-,-,-,Wath Ong'er,14.67/Kg, - ,,Migori,2005-03-16
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-16
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-03-18
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-03-18
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-18
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-18
Dry Maize,-,-,-,Kibuye,14.67/Kg, - ,,Kisumu,2005-03-18
Dry Maize,-,-,-,Gakoromone,14.44/Kg, - ,,Meru,2005-03-18
Dry Maize,-,-,-,Gakoromone,14.44/Kg, - ,,Meru,2005-03-21
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-21
Dry Maize,-,-,-,Kibuye,14.67/Kg, - ,,Kisumu,2005-03-21
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-21
Dry Maize,-,-,-,Busia Market,15.56/Kg, - ,,Busia,2005-03-21
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-03-21
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-03-21
Dry Maize,-,-,-,Wath Ong'er,14.67/Kg, - ,,Migori,2005-03-22
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-03-22
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-03-22
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-03-22
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-22
Dry Maize,-,-,-,Kibuye,14.67/Kg, - ,,Kisumu,2005-03-22
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-22
Dry Maize,-,-,-,Bondo,15.56/Kg, - ,,Siaya,2005-03-23
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-03-23
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-03-23
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-03-23
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-23
Dry Maize,-,-,-,Kibuye,14.67/Kg, - ,,Kisumu,2005-03-23
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-23
Dry Maize,-,-,-,Bondo,15.56/Kg, - ,,Siaya,2005-03-24
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-24
Dry Maize,-,-,-,Kibuye,14.67/Kg, - ,,Kisumu,2005-03-24
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-24
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-03-24
Dry Maize,-,-,-,Nakuru Wakulima ,16.67/Kg, - ,,Nakuru,2005-03-24
Dry Maize,-,-,-,Kongowea,15.00/Kg, - ,,Mombasa,2005-03-24
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-03-31
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-03-31
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-03-31
Dry Maize,-,-,-,Busia Market,15.56/Kg, - ,,Busia,2005-03-31
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-03-31
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-03-31
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-04-04
Dry Maize,-,-,-,Busia Market,15.56/Kg, - ,,Busia,2005-04-04
Dry Maize,-,-,-,Nakuru Wakulima ,15.56/Kg, - ,,Nakuru,2005-04-04
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-04
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-04
Dry Maize,-,-,-,Gakoromone,14.44/Kg, - ,,Meru,2005-04-04
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-05
Dry Maize,-,-,-,Nakuru Wakulima ,15.56/Kg, - ,,Nakuru,2005-04-05
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-05
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-04-05
Dry Maize,-,-,-,Kongowea,14.44/Kg, - ,,Mombasa,2005-04-05
Dry Maize,-,-,-,Loitoktok Market,13.33/Kg, - ,,Kajiado,2005-04-06
Dry Maize,-,-,-,Wath Ong'er,15.56/Kg, - ,,Migori,2005-04-06
Dry Maize,-,-,-,Kongowea,14.44/Kg, - ,,Mombasa,2005-04-06
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-06
Dry Maize,-,-,-,Nakuru Wakulima ,15.56/Kg, - ,,Nakuru,2005-04-06
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-06
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-04-07
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-07
Dry Maize,-,-,-,Busia Market,15.56/Kg, - ,,Busia,2005-04-07
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-07
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-04-07
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-08
Dry Maize,-,-,-,Kongowea,14.44/Kg, - ,,Mombasa,2005-04-08
Dry Maize,-,-,-,Kibuye,17.78/Kg, - ,,Kisumu,2005-04-08
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-08
Dry Maize,-,-,-,Loitoktok Market,13.33/Kg, - ,,Kajiado,2005-04-13
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-04-13
Dry Maize,-,-,-,Kibuye,17.78/Kg, - ,,Kisumu,2005-04-13
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-13
Dry Maize,-,-,-,Eldoret Main,12.22/Kg, - ,,Uasin-Gishu,2005-04-13
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-13
Dry Maize,-,-,-,Kongowea,15.22/Kg, - ,,Mombasa,2005-04-13
Dry Maize,-,-,-,Busia Market,15.56/Kg, - ,,Busia,2005-04-14
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-14
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-14
Dry Maize,-,-,-,Kongowea,15.22/Kg, - ,,Mombasa,2005-04-14
Dry Maize,-,-,-,Karatina,15.56/Kg, - ,,Nyeri,2005-04-14
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-04-14
Dry Maize,-,-,-,Kibuye,17.78/Kg, - ,,Kisumu,2005-04-14
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-14
Dry Maize,-,-,-,Gakoromone,15.56/Kg, - ,,Meru,2005-04-15
Dry Maize,-,-,-,Gakoromone,14.44/Kg, - ,,Meru,2005-04-15
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-15
Dry Maize,-,-,-,Kongowea,15.22/Kg, - ,,Mombasa,2005-04-15
Dry Maize,-,-,-,Gakoromone,15.56/Kg, - ,,Meru,2005-04-15
Dry Maize,-,-,-,Eldoret Main,12.22/Kg, - ,,Uasin-Gishu,2005-04-15
Dry Maize,-,-,-,Kibuye,17.78/Kg, - ,,Kisumu,2005-04-15
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-15
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-04-18
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-04-18
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-18
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-18
Dry Maize,-,-,-,Gakoromone,14.44/Kg, - ,,Meru,2005-04-18
Dry Maize,-,-,-,Wath Ong'er,16.89/Kg, - ,,Migori,2005-04-19
Dry Maize,-,-,-,Kongowea,15.56/Kg, - ,,Mombasa,2005-04-19
Dry Maize,-,-,-,Kibuye,17.78/Kg, - ,,Kisumu,2005-04-19
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-19
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-19
Dry Maize,-,-,-,Loitoktok Market,13.33/Kg, - ,,Kajiado,2005-04-20
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-20
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-20
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-04-20
Dry Maize,-,-,-,Bondo,15.56/Kg, - ,,Siaya,2005-04-20
Dry Maize,-,-,-,Kibuye,17.78/Kg, - ,,Kisumu,2005-04-20
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-21
Dry Maize,-,-,-,Busia Market,15.56/Kg, - ,,Busia,2005-04-21
Dry Maize,-,-,-,Karatina,16.67/Kg, - ,,Nyeri,2005-04-21
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-21
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-21
Dry Maize,-,-,-,Eldoret Main,13.33/Kg, - ,,Uasin-Gishu,2005-04-22
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-22
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-22
Dry Maize,-,-,-,Nakuru Wakulima ,15.56/Kg, - ,,Nakuru,2005-04-22
Dry Maize,-,-,-,Kongowea,16.67/Kg, - ,,Mombasa,2005-04-25
Dry Maize,-,-,-,Wath Ong'er,16.89/Kg, - ,,Migori,2005-04-25
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-25
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-04-25
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-25
Dry Maize,-,-,-,Gakoromone,15.00/Kg, - ,,Meru,2005-04-25
Dry Maize,-,-,-,Busia Market,15.56/Kg, - ,,Busia,2005-04-25
Dry Maize,-,-,-,Eldoret Main,14.44/Kg, - ,,Uasin-Gishu,2005-04-25
Dry Maize,-,-,-,Loitoktok Market,13.33/Kg, - ,,Kajiado,2005-04-26
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-26
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-04-26
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-26
Dry Maize,-,-,-,Kibuye,17.78/Kg, - ,,Kisumu,2005-04-26
Dry Maize,-,-,-,Karatina,16.67/Kg, - ,,Nyeri,2005-04-26
Dry Maize,-,-,-,Eldoret Main,14.44/Kg, - ,,Uasin-Gishu,2005-04-26
Dry Maize,-,-,-,Kongowea,16.67/Kg, - ,,Mombasa,2005-04-26
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-27
Dry Maize,-,-,-,Eldoret Main,14.44/Kg, - ,,Uasin-Gishu,2005-04-27
Dry Maize,-,-,-,Kongowea,16.67/Kg, - ,,Mombasa,2005-04-27
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-27
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-04-27
Dry Maize,-,-,-,Chwele,15.56/Kg, - ,,Bungoma,2005-04-28
Dry Maize,-,-,-,Nakuru Wakulima ,16.11/Kg, - ,,Nakuru,2005-04-28
Dry Maize,-,-,-,Nairobi Wakulima,16.67/Kg, - ,,Nairobi,2005-04-28
Dry Maize,-,-,-,Kibuye,17.78/Kg, - ,,Kisumu,2005-04-28
Dry Maize,-,-,-,Eldoret Main,14.44/Kg, - ,,Uasin-Gishu,2005-04-28
Dry Maize,-,-,-,Kongowea,16.67/Kg, - ,,Mombasa,2005-04-28
Dry Maize,-,-,-,Karatina,16.67/Kg, - ,,Nyeri,2005-04-29
